Atlas	Labels	Corr	RV	HR	SWI_Density	ToF_Density
Schaefer	LH_SomMotB_Cent_3	0.345051914407537	0.330312520808387	0.359791308006688	0.0315935788531378	0.0116264370747798
Schaefer	RH_SomMotB_S2_8	0.3444491442423	0.377249748959111	0.311648539525489	0.0306296074373084	0.0422575142407833
Schaefer	RH_SalVentAttnB_PFCl_3	0.344444527492168	0.349705124158668	0.339183930825669	0.0309495973232356	0.0219022120929207
Schaefer	LH_DefaultA_PFCm_6	0.344238818442688	0.395578752305454	0.292898884579922	0.0508756829581597	0.0511980206923075
Tian	PUT-lh	0.343786097286412	0.38735288213677	0.300219312436054	0.0440185813233256	0.0130081295967102
Schaefer	LH_SalVentAttnB_PFCl_2	0.343344794776774	0.35263260355432	0.334056985999229	0.0257086344833215	0.0103144747322049
Schaefer	RH_SalVentAttnA_FrOper_2	0.341794382076555	0.384062478750628	0.299526285402483	0.0571473649308134	0.0482279560905444
Schaefer	RH_SalVentAttnA_ParOper_1	0.340256864041346	0.379033931572322	0.301479796510371	0.0588317963721429	0.03099739822084
Schaefer	LH_SalVentAttnA_Ins_1	0.340066181677224	0.401916996992157	0.278215366362291	0.0304751267304292	0.00720044595659894
TractSeg	T_OCC_left	0.339102635026773	0.34390118681424	0.334304083239306	0.0187810582913615	0.00196492824118925
Schaefer	RH_SomMotA_3	0.338806726182788	0.351534802435625	0.326078649929952	0.0448196772645172	0.0348134237604263
Schaefer	LH_SomMotB_Aud_1	0.338511501683589	0.390885463177963	0.286137540189216	0.0932055708895228	0.0806371299359871
Schaefer	LH_SomMotB_Cent_1	0.337387423217564	0.339985593779273	0.334789252655854	0.0164821438313344	0.00391242805703101
TractSeg	OR_left	0.337239934655262	0.34273758829032	0.331742281020205	0.0185902006024878	0.00201686138777961
TractSeg	ST_PREM_right	0.336089896691409	0.345528583187976	0.326651210194842	0.0285560101072873	0.00237427144187742
Schaefer	RH_VisPeri_StriCal_1	0.333171705211849	0.351778346282065	0.314565064141633	0.073286688519072	0.0147269136979349
TractSeg	AF_right	0.332874110811354	0.309887865701052	0.355860355921656	0.00745369515268833	0.000830109900995451
Tian	PUT-rh	0.331842573779662	0.3717914017347	0.291893745824625	0.0390060041006186	0.0133901208302184
Schaefer	RH_SalVentAttnA_ParOper_2	0.331534483405476	0.371122123017272	0.29194684379368	0.0410235892065236	0.0346261480792624
Schaefer	LH_SalVentAttnA_FrMed_2	0.331371877462158	0.362048232083776	0.30069552284054	0.0529198223632559	0.0331146899931736
Schaefer	RH_VisCent_ExStr_2	0.331132773416539	0.350436725906155	0.311828820926924	0.0653987083140124	0.00865664064806978
Schaefer	LH_VisPeri_StriCal_2	0.33026456926133	0.351387284034439	0.30914185448822	0.0972421450909706	0.0168446776881197
Schaefer	RH_SomMotB_S2_5	0.330083581495564	0.363651693325623	0.296515469665506	0.0692478230262136	0.0259252932000827
Schaefer	RH_SomMotB_Ins_1	0.329971229987257	0.390804614591578	0.269137845382936	0.059810468108411	0.0431878184247169
Schaefer	RH_SalVentAttnA_FrMed_1	0.329484015814097	0.36826116723611	0.290706864392084	0.0383434711318267	0.0252832496023014
Schaefer	LH_SomMotB_S2_2	0.329077862886439	0.373394737982362	0.284760987790516	0.0833805980117515	0.0391378319107516
Schaefer	LH_ContC_pCun_2	0.328870392628149	0.344416196938284	0.313324588318013	0.04582137546009	0.0606169275501195
TractSeg	CC_2	0.328814027167242	0.305418880453463	0.352209173881022	0.00678551688365645	0.00291742469868736
TractSeg	STR_left	0.327039239942727	0.35000451191603	0.304073967969424	0.0117537742427417	0.00334494761058262
Schaefer	LH_SalVentAttnA_FrOper_1	0.326262175582974	0.368870031256014	0.283654319909935	0.0578208846475167	0.0310763713245686
TractSeg	CG_left	0.3256720503388	0.318316874845726	0.333027225831873	0.00348636581465965	0.0013530249268665
Schaefer	LH_SomMotB_Aud_3	0.325625632938644	0.362997916382071	0.288253349495217	0.0363054764319639	0.0216713306845212
Schaefer	LH_VisPeri_StriCal_1	0.325433702501981	0.34604554807227	0.304821856931693	0.0621746481536961	0.00941685637195619
Schaefer	LH_VisCent_ExStr_5	0.325079793166026	0.351491277322451	0.298668309009601	0.0498828698517913	0.0300399602273314
Schaefer	LH_SalVentAttnA_ParMed_1	0.324907401494257	0.358288238858855	0.29152656412966	0.0390948297099516	0.019195209206872
Schaefer	LH_SomMotB_Aud_4	0.323795684102875	0.370603320208967	0.276988047996783	0.0353238001612607	0.0201850287212527
Schaefer	RH_DorsAttnA_TempOcc_2	0.323409114674486	0.354570092425358	0.292248136923615	0.0376759850215621	0.0191354344732716
Tian	CAU-rh	0.321687518625646	0.360066307331338	0.283308729919954	0.0406046017164915	0.00570250751686768
Schaefer	RH_SomMotB_S2_2	0.320582998004939	0.37184854596884	0.269317450041039	0.0776266386875739	0.026969980305204
Schaefer	LH_SomMotA_8	0.320111026724533	0.343340849143226	0.29688120430584	0.0512459255781845	0.0302016364968641
Schaefer	RH_ContC_pCun_2	0.319934255684148	0.33090416734256	0.308964344025737	0.0487804858686444	0.0110652220849031
Tian	CAU-lh	0.319847385178632	0.364066731703648	0.275628038653616	0.0330206366914969	0.0210881791665004
Schaefer	RH_ContC_pCun_5	0.319612329574939	0.336572491779481	0.302652167370398	0.0473101520844808	0.0619269997040008
Schaefer	LH_SomMotB_Ins_1	0.319474353379084	0.372458729844096	0.266489976914072	0.0355354531217885	0.0311742844368448
Schaefer	RH_SomMotB_S2_7	0.319360983016867	0.3591748911989	0.279547074834835	0.0474085345864296	0.0327743887435645
TractSeg	MLF_right	0.319239764288048	0.29834182520485	0.340137703371247	0.0112282651891327	0.00116977674391297
Schaefer	RH_VisPeri_StriCal_2	0.319153715337369	0.342362674401696	0.295944756273043	0.107503491697038	0.0421003553850256
Schaefer	LH_VisPeri_ExStrSup_2	0.31910086159564	0.326139793762017	0.312061929429264	0.0688880736714257	0.0370292982337817
Schaefer	LH_SomMotB_S2_6	0.319002054885278	0.353541469449	0.284462640321556	0.0344187185016985	0.00507614194287867
Schaefer	RH_ContC_Cingp_2	0.318643539737053	0.354234425206995	0.283052654267111	0.0252255252371096	0.00918810523740233
Schaefer	LH_SomMotA_1	0.318115151271798	0.345349206141675	0.290881096401921	0.0458659287659252	0.0287620789787304
Schaefer	RH_SomMotB_S2_3	0.317447053174402	0.35255930236487	0.282334803983934	0.0900727395425763	0.0346598188605225
Schaefer	LH_VisCent_ExStr_4	0.317428615397675	0.330288705654045	0.304568525141305	0.0568597537465394	0.00556402415968478
Schaefer	LH_SalVentAttnA_ParOper_1	0.317120545288495	0.35863489782206	0.275606192754931	0.0370186938133639	0.00922372131632064
Schaefer	RH_TempPar_8	0.31648364480715	0.356969436821658	0.275997852792642	0.0289884034361018	0.0471811257302761
TractSeg	ST_FO_left	0.316452278419797	0.320536085624001	0.312368471215593	0.0227339149225806	0.0030690785125394
Schaefer	LH_SomMotA_17	0.316405826433791	0.30971121068851	0.323100442179073	0.0324319535461457	0.026511133580968
Schaefer	LH_VisPeri_ExStrSup_1	0.316400124338383	0.345876539877697	0.28692370879907	0.0968669407614848	0.0260757475606794
Schaefer	LH_DorsAttnB_PostC_7	0.315849146929092	0.325078603736752	0.306619690121432	0.0367128394466244	0.0389224086540917
Schaefer	LH_VisCent_ExStr_1	0.314995008178847	0.345396862463798	0.284593153893896	0.0677243639446771	0.00331517865935576
Schaefer	RH_SalVentAttnA_FrMed_3	0.314614319973264	0.340782075660378	0.288446564286151	0.0243107958754421	0.0482243566685857
Schaefer	LH_SalVentAttnA_ParMed_3	0.314534628565048	0.328051134076787	0.30101812305331	0.0654187912280245	0.0282662117839322
Schaefer	LH_SomMotB_S2_1	0.314487519906772	0.355330363093623	0.273644676719922	0.0562036028904877	0.0178347628401673
Schaefer	LH_SalVentAttnA_ParOper_2	0.314062270811466	0.357695493517378	0.270429048105553	0.0466027856405292	0.0110627173313073
TractSeg	ST_PREM_left	0.313755274601022	0.309504288550423	0.318006260651622	0.0213045077285532	0.00190317805179141
TractSeg	CC_5	0.313295886457542	0.311135136660664	0.315456636254421	0.00622200076644779	0.00327099468178895
Schaefer	RH_SalVentAttnA_Ins_3	0.313256887159021	0.379603668541092	0.246910105776951	0.0487804859876633	0.0338286127452649
TractSeg	ICP_right	0.313200456666898	0.344016394047261	0.282384519286535	0.0334730047247971	0.0107782106502527
Schaefer	RH_SalVentAttnA_ParMed_2	0.313083917920982	0.348628217732905	0.27753961810906	0.0314681956873221	0.0173122901542514
Schaefer	RH_SomMotA_15	0.313040263962034	0.311988115962995	0.314092411961073	0.0551431582889695	0.0415341094460176
TractSeg	AF_left	0.313023774669549	0.30086162221792	0.325185927121179	0.00649194364823733	0.000588232126577829
Schaefer	LH_VisPeri_ExStrSup_3	0.312968220280762	0.33334185247763	0.292594588083895	0.0600567970373859	0.0199632468084766
Schaefer	RH_VisCent_ExStr_5	0.312248125875143	0.333503117680509	0.290993134069778	0.0592198895747096	0.0720318843708428
Schaefer	RH_ContB_PFClv_4	0.312196374162419	0.328685026559476	0.295707721765363	0.0281655700640848	0.0176815682055557
Schaefer	LH_ContB_PFCmp_1	0.312053594947452	0.382457263266621	0.241649926628283	0.0546106097794938	0.0274390233843996
Schaefer	LH_SalVentAttnA_ParMed_2	0.311483496991713	0.35043967018404	0.272527323799386	0.0627585198969869	0.013835400996501
Schaefer	LH_ContC_Cingp_2	0.311209499163389	0.350398417083572	0.272020581243207	0.0739512167572975	0.0653658517003059
Schaefer	RH_DorsAttnA_TempOcc_3	0.310900536624684	0.325872051309736	0.295929021939632	0.0368591754444728	0.0209781362679956
Schaefer	RH_SomMotB_Aud_1	0.310769479692116	0.369895711500565	0.251643247883668	0.0716020619164364	0.0691731578179662
Schaefer	RH_SalVentAttnA_Ins_2	0.310041674988515	0.366721758947404	0.253361591029625	0.068254865850358	0.041406691825205
Schaefer	LH_SomMotB_Cent_4	0.309741496542735	0.31318167159339	0.306301321492079	0.00977224970100731	0.00452269406508136
Schaefer	RH_VisPeri_ExStrSup_3	0.309662486583803	0.318297832095793	0.301027141071814	0.065655527912936	0.0177632021386416
Schaefer	RH_VisCent_ExStr_6	0.309365403039753	0.331147384212645	0.287583421866861	0.0501808826254601	0.0822733075816951
Schaefer	RH_DorsAttnA_ParOcc_1	0.309359872092129	0.314943261628912	0.303776482555347	0.0412097544908524	0.0139707310318947
Schaefer	LH_DorsAttnB_FEF_1	0.309109307937838	0.346050141490374	0.272168474385303	0.0146815054914326	0.00741968554682716
Schaefer	LH_SomMotB_S2_5	0.308225843405094	0.343983841418873	0.272467845391314	0.0856003722963998	0.0420966212494442
Schaefer	LH_SomMotA_10	0.308099703442078	0.313325477159399	0.302873929724758	0.0384331101438764	0.0223577228290114
Schaefer	LH_DefaultA_pCunPCC_5	0.307462984648076	0.358221425849857	0.256704543446295	0.0785246845062186	0.035930991717955
Schaefer	LH_VisCent_ExStr_7	0.307090128308111	0.315030834084149	0.299149422532074	0.040346476728114	0.00148165027532622
TractSeg	ICP_left	0.307030871569952	0.334133728948239	0.279928014191666	0.0325559042475677	0.00877052501528738
Schaefer	RH_SalVentAttnB_PFCl_2	0.306437448280345	0.326930450569977	0.285944445990714	0.0349210179029564	0.0284451964512356
Schaefer	RH_VisCent_ExStr_4	0.305932069735508	0.32628971039929	0.285574429071727	0.0323454834066839	0.00856718212686559
Schaefer	LH_DorsAttnA_TempOcc_4	0.304231476551566	0.321389430435711	0.287073522667421	0.0242835022916679	0.00117414736512975
Schaefer	LH_SomMotA_13	0.303938056178784	0.317028018464365	0.290848093893204	0.00885275486442778	0.0280036121054932
Schaefer	LH_DefaultB_PFCd_3	0.303785565976181	0.324633314543833	0.28293781740853	0.0190953634868593	0.0188137208720278
Schaefer	RH_ContB_PFCld_1	0.303365111420457	0.319859114433731	0.286871108407182	0.0369992980407672	0.0292937645090467
Schaefer	LH_VisPeri_ExStrSup_5	0.303048970506747	0.30905126813936	0.297046672874134	0.0601951197385788	0.0132682921886444
TractSeg	MLF_left	0.302718045438479	0.285409445013692	0.320026645863266	0.00855797999576087	0.000774293428375607
Schaefer	LH_SomMotA_3	0.302224063766191	0.313190041738975	0.291258085793407	0.0528455263092404	0.0452961650277887
Schaefer	LH_VisPeri_ExStrInf_5	0.301950173995394	0.334134062783054	0.269766285207735	0.0995725382925923	0.0633643422775047
Schaefer	RH_SomMotA_5	0.301883376650715	0.320241563779943	0.283525189521487	0.035124490580832	0.0198805887096872
Schaefer	LH_VisCent_ExStr_10	0.301609732615245	0.298958254064049	0.304261211166442	0.044457131741338	0.0301411196116022
Schaefer	RH_DefaultA_pCunPCC_4	0.301245631928987	0.344332378913566	0.258158884944409	0.0270803432966418	0.010491391260396
TractSeg	CC_4	0.301048417554009	0.28182252692805	0.320274308179968	0.00607810734656634	0.00310389834625507
Schaefer	RH_SomMotA_2	0.30095732046275	0.311374511609684	0.290540129315817	0.0419248499983066	0.0718523375488616
Schaefer	LH_ContB_PFClv_3	0.300464387676636	0.314344451874826	0.286584323478446	0.0183389928333367	0.0158690947520582
Schaefer	RH_SalVentAttnB_PFCl_1	0.29978974683816	0.323900621120906	0.275678872555414	0.0279392875938593	0.0262402768013278
Schaefer	RH_DorsAttnB_PostC_1	0.299635610752201	0.332770170974589	0.266501050529814	0.0329570638800948	0.0296311214689381
Schaefer	RH_SomMotB_S2_1	0.299340202367858	0.336334187575067	0.262346217160648	0.0692764885034882	0.064562408300508
Schaefer	LH_SomMotA_9	0.299250907113407	0.309786288661055	0.288715525565759	0.0174728421290882	0.0333060039473431
Schaefer	LH_SomMotA_11	0.299243074063486	0.299837003940185	0.298649144186788	0.029649105656989	0.0428869328201925
Schaefer	RH_VisPeri_ExStrSup_4	0.299001288223517	0.298011675324701	0.299990901122332	0.0394564770804696	0.0976178255670276
Schaefer	RH_SalVentAttnA_PrC_1	0.298099855948284	0.328965410836897	0.267234301059672	0.0331647816318564	0.0397828657452653
Schaefer	LH_SalVentAttnA_Ins_2	0.297848043063474	0.365968769876164	0.229727316250785	0.0404029675799867	0.00774125103717265
Schaefer	LH_SomMotB_Cent_2	0.297741610982887	0.308079913299983	0.28740330866579	0.0139722999690765	0.0143399921119513
Schaefer	LH_VisPeri_ExStrInf_3	0.297356466373486	0.312064214703513	0.28264871804346	0.0700823537424787	0.00918593567300153
Schaefer	RH_VisCent_ExStr_3	0.297292510980594	0.314738454805395	0.279846567155792	0.0631385157693107	0.00671882165490456
Schaefer	RH_DorsAttnA_SPL_3	0.297218252367418	0.305321730297798	0.289114774437039	0.0722805739101702	0.140466436091131
Schaefer	RH_SalVentAttnA_FrMed_2	0.296954098926999	0.341480187908701	0.252428009945298	0.0252230804867861	0.0221296839234306
Schaefer	RH_ContB_PFCld_3	0.296636303369023	0.337203180940271	0.256069425797776	0.0468121506143035	0.0485237467184401
Schaefer	LH_SalVentAttnB_PFCl_3	0.296488044595761	0.315623376482594	0.277352712708928	0.0184458872893048	0.00992768680929539
Schaefer	LH_TempPar_6	0.296370640123185	0.332766097401941	0.25997518284443	0.0260226608320015	0.00355290941248728
Schaefer	LH_SomMotA_14	0.295918134924558	0.297288364161085	0.294547905688031	0.0194603002874564	0.0748140430408167
Schaefer	RH_SalVentAttnA_Ins_1	0.295818217480333	0.364555512002268	0.227080922958399	0.0766550493844324	0.0615023064405419
Schaefer	LH_ContC_pCun_1	0.295733345334899	0.309803950785451	0.281662739884348	0.0539929172204387	0.0111132962028346
Schaefer	RH_VisCent_ExStr_1	0.295579834020505	0.317884772907162	0.273274895133849	0.0606664355162164	0.0036413602216143
Schaefer	RH_TempPar_4	0.295555716483485	0.326664956196347	0.264446476770623	0.0343902424909174	0.0258536574989557
Schaefer	RH_DorsAttnB_FEF_1	0.295268431329548	0.317713189315521	0.272823673343575	0.024550705167808	0.0402759932912886
Schaefer	RH_VisPeri_ExStrSup_2	0.295242197523361	0.302437420382175	0.288046974664548	0.0313008117675781	0.0231707308193048
Schaefer	RH_SomMotA_8	0.295216207616316	0.30450655309122	0.285925862141412	0.0124116029436066	0.0379564128595696
Schaefer	LH_DefaultA_pCunPCC_4	0.294706436280393	0.336220702717305	0.253192169843481	0.0401597964609491	0.0207106805053251
Schaefer	RH_DorsAttnB_PostC_6	0.293670610103971	0.297841536536899	0.289499683671044	0.0421686730979676	0.0326672531514761
Schaefer	LH_ContC_pCun_3	0.293439949065545	0.3106299995702	0.276249898560891	0.0507678389825203	0.0155374881569986
Schaefer	RH_SalVentAttnA_Ins_4	0.293072922137473	0.335388288735026	0.250757555539921	0.0496263902397514	0.046242772413127
Schaefer	RH_TempPar_7	0.292761577658659	0.328075384491521	0.257447770825797	0.044561633145487	0.0108108104080767
Schaefer	RH_TempPar_9	0.292703409775463	0.328203312785048	0.257203506765878	0.0578184947749685	0.0168379343251892
Schaefer	LH_VisCent_ExStr_2	0.29251124211728	0.312428766719937	0.272593717514622	0.053074542922733	0.00412229459050676
Schaefer	LH_SomMotA_18	0.292417001590536	0.289776140057062	0.295057863124011	0.0136960595559615	0.0711069389604605
Schaefer	LH_VisCent_ExStr_9	0.29171075726219	0.293896668649789	0.289524845874592	0.0381312248310153	0.0054963927611079
Schaefer	RH_VisPeri_ExStrInf_3	0.291538825558837	0.30579204514511	0.277285605972565	0.0638013063225804	0.0104104695705379
Schaefer	RH_DefaultA_PFCm_3	0.291412472380501	0.331348352642781	0.251476592118222	0.0269066965621379	0.0104045679290143
Schaefer	LH_SomMotA_6	0.291143695547715	0.303939666262247	0.278347724833183	0.0542594528608564	0.0206786842233893
Schaefer	LH_DorsAttnA_ParOcc_1	0.291122034999322	0.307962646512174	0.27428142348647	0.032543552752052	0.00383275247045926
Schaefer	RH_DefaultA_PFCd_1	0.291033740594338	0.299453899465063	0.282613581723614	0.0227204952707792	0.0120460367363065
Schaefer	RH_TempPar_10	0.290941596168801	0.327715171412923	0.254168020924679	0.0486449841409922	0.0311653105335103
Schaefer	LH_TempPar_5	0.290900940480529	0.324140490123946	0.257661390837112	0.0311278791388095	0.00667025982427992
Schaefer	LH_DefaultA_PFCm_4	0.290221169077363	0.324664277306599	0.255778060848127	0.0386651525952557	0.04088674427927
Schaefer	RH_DorsAttnA_SPL_8	0.289724231883892	0.297909139259458	0.281539324508326	0.0480241991810558	0.0858385295195635
Schaefer	LH_SalVentAttnB_PFCl_1	0.289650498988568	0.31012812552	0.269172872457135	0.014634145796299	0.00879064998589456
Schaefer	RH_SalVentAttnA_ParMed_1	0.289240347923035	0.330416847000159	0.248063848845912	0.036149824171194	0.0146631817998631
Schaefer	RH_SalVentAttnA_FrOper_1	0.288924163207296	0.326368399674325	0.251479926740267	0.0415596901684215	0.0163671366478267
Schaefer	RH_VisPeri_ExStrSup_1	0.288536503824282	0.306115996611852	0.270957011036713	0.0666416484805254	0.0213133200544577
Schaefer	RH_VisPeri_ExStrInf_5	0.288508454672954	0.333200436274066	0.243816473071843	0.0692368191645442	0.0699112033857728
Schaefer	RH_SalVentAttnA_ParMed_3	0.288506690163097	0.313847747738385	0.26316563258781	0.0664212277287957	0.0369688586900069
Schaefer	LH_DorsAttnB_PostC_6	0.288177471982465	0.284031381118101	0.29232356284683	0.0227499635378171	0.0164741114958336
Schaefer	RH_ContB_PFCmp_1	0.288063682052385	0.357299294262831	0.21882806984194	0.0476785169981689	0.0160887446030077
Schaefer	RH_ContB_PFCld_2	0.28762823018696	0.326541299843408	0.248715160530513	0.0310378715310124	0.0432095859564426
Schaefer	RH_SomMotA_10	0.287373566640051	0.291789907598799	0.282957225681302	0.0495387316522203	0.0544673300546068
Schaefer	LH_VisPeri_ExStrSup_4	0.287348766182968	0.291628846950996	0.283068685414941	0.0443872124049234	0.0489319782727253
Schaefer	LH_DorsAttnA_SPL_6	0.286949095297386	0.29642272737325	0.277475463221523	0.0377615437214145	0.0460567023170176
Schaefer	LH_SalVentAttnB_Ins_3	0.286270647974746	0.339833021765402	0.232708274184091	0.0501271866581923	0.0583570232512029
Schaefer	RH_VisCent_ExStr_9	0.286196617758965	0.27965518861054	0.292738046907389	0.0369091286859681	0.0211526000526099
TractSeg	SLF_III_right	0.285323940997084	0.254566326180058	0.31608155581411	0.00649307820241194	0.000626235968760542
Schaefer	RH_VisCent_ExStr_10	0.285157702394332	0.282336056677675	0.28797934811099	0.0381715102141092	0.0459202228546905
Schaefer	LH_VisCent_ExStr_6	0.283982389897971	0.288319938522867	0.279644841273075	0.0298936824194896	0.00275171970327695
Schaefer	RH_VisCent_ExStr_11	0.283945985224853	0.284323828799349	0.283568141650358	0.0397241931675859	0.0237727683933475
Schaefer	RH_DorsAttnA_ParOcc_2	0.282132087486562	0.307147936119647	0.257116238853478	0.0297476374086617	0.012759057686508
Schaefer	LH_DorsAttnA_SPL_2	0.282055887029646	0.287036606543352	0.27707516751594	0.0336189834134919	0.0546190767157032
Schaefer	LH_ContA_Temp_1	0.281937977702067	0.304107298704026	0.259768656700107	0.0307360230821424	0.000604360003386979
